facility_name,metric_name,facility_metric_value,time_period,animal_description,other_party,animal_age,animal_type
Colorado Greyhound Adoption,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Herding Dog Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Japanese Chin Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Kitty Coalition,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Pug Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Puppy Rescue of Colorado,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Reptile Humane Society,"1/1/2023
 Reptiles & Amphibians
 In Shelter",225,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Senior Dog Rescue and Hospice,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado Springs All Breed Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Colorado St Bernard Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
COLORADO WYOMING VIZSLA RESCUE GROUP INC,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Compassion Project Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Cooper's Companions,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
County of Clear Creek Animal Shelter,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
County of Park Animal Shelter,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Cuddle Bug Chinchillas,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
"Dalmatian Rescue of Colorado, Inc.","1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
"Dancing Dog Rescue and Recovery Ranch, Inc.","1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Delta County Citizens for Animal Welfare and Shelter,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
DELTA COUNTY HUMANE SOCIETY,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Demi's Animal Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Denkai Animal Sanctuary,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Denver Animal Shelter,"1/1/2023
 Reptiles & Amphibians
 In Shelter",12,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Denver Cat Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
DMK Rehoming,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Do Over Dogs A Second Chance At Life,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Dogs Unbroken,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Douglas County Canine Rescue,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Dumb Friends League,"1/1/2023
 Reptiles & Amphibians
 In Shelter",2,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Dumb Friends League - Veterinary Hospital at CSU Spur,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Dumb Friends League Buddy Center,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Dumb Friends League San Luis Valley Animal Center,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Durango Animal Connection,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Eagle County Animal Shelter and Services,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Eagle Valley Humane Society,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
Eastern Plains Animal Welfare Alliance-EPAWA,"1/1/2023
 Reptiles & Amphibians
 In Shelter",0,1/1/2023, Reptiles & Amphibians, In Shelter,Reptiles,& Amphibians
